benchmark_id,source_dataset,source_split,use_role,import_mode,question_ru,question_en_original,reasoning_type,expected_cardinality,is_answerable,gold_preview,formal_query
ext_rubq2_dev_007135,RuBQ_2.0,dev,direct_ru_candidate,direct_ru,Сколько лет продолжалось восстание Пугачева?,How many years did Pugachev's rebellion last?,temporal_or_duration,1,True,2,SELECT ?answer WHERE { wd:Q154100 wdt:P580 ?begin . wd:Q154100 wdt:P582 ?end . BIND (YEAR(?end) - YEAR(?begin) AS ?answer). }
ext_rubq2_dev_007136,RuBQ_2.0,dev,direct_ru_candidate,direct_ru,Сколько лет продолжалось первое кругосветное плавание?,How many years did the first circumnavigation of the world last?,temporal_or_duration,1,True,3,SELECT ?answer WHERE { wd:Q1225170 wdt:P580 ?begin . wd:Q1225170 wdt:P582 ?end . BIND (YEAR(?end) - YEAR(?begin) AS ?answer). }
ext_rubq2_dev_007139,RuBQ_2.0,dev,direct_ru_candidate,direct_ru,Сколько дней продолжалась оборона Севастополя?,How many days did the defense of Sevastopol last?,temporal_or_duration,1,True,248,SELECT ?answer WHERE { wd:Q154860 wdt:P580 ?begin . wd:Q154860 wdt:P582 ?end . BIND (xsd:integer(?end - ?begin + 1) AS ?answer). }
ext_rubq2_dev_007152,RuBQ_2.0,dev,direct_ru_candidate,direct_ru,В каком году был опубликован императорский манифест О создании в России Государственной думы?,In what year was the Imperial Manifesto for the creation of the Russian state Duma published?,multi_constraint,1,True,1905,SELECT ?answer WHERE { wd:Q109878 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_007154,RuBQ_2.0,dev,direct_ru_candidate,direct_ru,В каком году появилось издательство Малыш?,In what year did the publishing house of the Baby?,multi_constraint,1,True,1963,SELECT ?answer WHERE { wd:Q21641422 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_007177,RuBQ_2.0,dev,direct_ru_candidate,direct_ru,В каком году появился ислам как религия?,In what year did Islam appear as a religion?,multi_constraint,1,True,610,SELECT ?answer WHERE { wd:Q432 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_007190,RuBQ_2.0,dev,direct_ru_candidate,direct_ru,В каком году был основан Орден тамплиеров?,In what year was the Templar Order founded?,multi_constraint,1,True,1118,SELECT ?answer WHERE { wd:Q41300 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_007193,RuBQ_2.0,dev,direct_ru_candidate,direct_ru,В каком году Некрасов написал стихотворение Памяти Добролюбова?,In what year did Nekrasov write a poem In memory of Dobrolyubov?,multi_constraint,1,True,1864,SELECT ?answer WHERE { wd:Q19195740 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_test_000021,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Как звали дракончика Хагрида?,What was Hagrid's dragon's name?,multi_constraint,1,True,Норберта,SELECT ?answer WHERE { wd:Q177439 wdt:P1830 ?answer . ?answer wdt:P31 wd:Q2658345 }
ext_rubq2_test_000034,RuBQ_2.0,test,direct_ru_candidate,direct_ru,В какой стране находятся две великие реки – Тигр и Евфрат?,In which country are the two great rivers – the Tigris and the Euphrates-located?,multi_constraint,3,True,Турция | Ирак | Сирия,SELECT ?answer WHERE { wd:Q34589 wdt:P17 ?answer . wd:Q35591 wdt:P17 ?answer }
ext_rubq2_test_000108,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Как звали брата Каина?,What was Cain's brother's name?,multi_constraint,2,True,Сиф | Авель,SELECT ?answer WHERE { wd:Q205365 wdt:P3373 ?answer . ?answer wdt:P21 wd:Q6581097 }
ext_rubq2_test_000109,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Как звали брата Авеля?,What was the name of his brother Abel?,multi_constraint,2,True,Сиф | Каин,SELECT ?answer WHERE { wd:Q313421 wdt:P3373 ?answer . ?answer wdt:P21 wd:Q6581097 }
ext_rubq2_test_000121,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Кто из ахейцев-героев Троянской войны был мужем Клитемнестры?,Which of the Achaean heroes of the Trojan war was the husband of Clytemnestra?,multi_constraint,1,True,Агамемнон,SELECT ?answer WHERE { wd:Q131157 wdt:P26 ?answer . ?answer wdt:P607 wd:Q42937 }
ext_rubq2_test_000131,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Как в системе СИ называется единица магнитной индукции?,What is the SI unit of magnetic induction called?,multi_constraint,1,True,тесла,SELECT ?answer WHERE { wd:Q30204 wdt:P1880 ?answer . ?answer wdt:P31/wdt:P279 wd:Q61610698 }
ext_rubq2_test_000173,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Какие формы земной поверхности изучает спелеолог?,What forms of the earth's surface does the speleologist study?,multi_hop,1,True,пещера,SELECT ?answer WHERE { wd:Q16742175 wdt:P425 [ wdt:P2578 ?answer ] }
ext_rubq2_test_000183,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Какому времени года соответствует 2-й месяц французского республиканского календаря брюмер?,What time of year does the 2nd month of the French Republican Brumaire calendar correspond to?,multi_constraint,1,True,осень,SELECT ?answer WHERE { wd:Q832417 wdt:P361 ?answer . ?answer wdt:P279 wd:Q24384 }
ext_rubq2_test_000186,RuBQ_2.0,test,direct_ru_candidate,direct_ru,На какой реке стоит город Прага?,What river is the city of Prague on?,multi_constraint,1,True,Влтава,SELECT ?answer WHERE { wd:Q1085 wdt:P206 ?answer . ?answer wdt:P31 wd:Q4022 }
ext_rubq2_test_000190,RuBQ_2.0,test,direct_ru_candidate,direct_ru,На какой реке стоит Минск?,What river is Minsk on?,multi_constraint,1,True,Свислочь,SELECT ?answer WHERE { wd:Q2280 wdt:P206 ?answer . ?answer wdt:P31 wd:Q4022 }
ext_rubq2_test_000207,RuBQ_2.0,test,direct_ru_candidate,direct_ru,"В каком городе происходит действие романа Т. Манна ""Будденброки""","In what city is the novel of T. Mann ""Buddenbrooks""",multi_constraint,2,True,Любек | Бад-Швартау,SELECT ?answer WHERE { wd:Q326909 wdt:P840 ?answer . ?answer wdt:P31/wdt:P279 wd:Q515 }
ext_rubq2_test_000267,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Какая звезда изображена на флаге Аргентины?,Which star is depicted on the flag of Argentina?,multi_constraint,1,True,Солнце,SELECT ?answer WHERE { wd:Q130774 wdt:P180 ?answer . ?answer wdt:P31/wdt:P279* wd:Q523 }
ext_rubq2_test_000376,RuBQ_2.0,test,direct_ru_candidate,direct_ru,В каком озере отражаются красивые церкви Новгорода?,In which the lake reflected the beautiful churches of Novgorod?,multi_constraint,1,True,Ильмень,SELECT ?answer WHERE { wd:Q2235 wdt:P206 ?answer . ?answer wdt:P31 wd:Q23397 }
ext_rubq2_test_000391,RuBQ_2.0,test,direct_ru_candidate,direct_ru,кто завоевал кубок мира по биатлону среди мужчин в 2013 году,who won the men's biathlon world Cup in 2013,multi_constraint,1,True,Мартен Фуркад,SELECT ?answer WHERE { wd:Q128634 wdt:P1346 ?answer . ?answer wdt:P21 wd:Q6581097 }
ext_rubq2_test_000424,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Кто изображен на американской банкноте достоинством в десять долларов?,Who is depicted on the American ten-dollar bill?,multi_constraint,1,True,Александр Гамильтон,SELECT ?answer WHERE { wd:Q4159284 wdt:P180 ?answer . ?answer wdt:P31 wd:Q5 }
ext_rubq2_test_000468,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Какое море омывает берега Испании?,What sea washes the coast of Spain?,multi_constraint,3,True,Море Альборан | Средиземное море | Бискайский залив,SELECT ?answer WHERE { wd:Q29 wdt:P206 ?answer . ?answer wdt:P31/wdt:P279* wd:Q165 }
ext_rubq2_test_000493,RuBQ_2.0,test,direct_ru_candidate,direct_ru,В каком штате США расположен город Солт-Лейк-Сити - столица Зимней Олимпиады 2002 года?,"What state of the United States is salt lake city, the capital of the 2002 Winter Olympics?",multi_constraint,1,True,Юта,SELECT ?answer WHERE { wd:Q23337 wdt:P1376 ?answer . ?answer wdt:P31 wd:Q35657 }
ext_rubq2_test_000557,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Какая африканская страна является родиной предков Барака Обамы?,Which African country is home to Barack Obama's ancestors?,multi_constraint,1,True,Кения,SELECT ?answer WHERE { wd:Q643049 wdt:P17 ?answer . ?answer wdt:P361* wd:Q15 }
ext_rubq2_test_000561,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Капитаном какой московской футбольной команды был Игорь Нетто?,Which Moscow football team was captained by Igor Netto?,multi_constraint,1,True,Спартак,SELECT ?answer WHERE { wd:Q48355 wdt:P54 ?answer . ?answer wdt:P31 wd:Q476028 . ?answer wdt:P159 wd:Q649 . }
ext_rubq2_test_000606,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Какой город является официальной столицей Боливии?,Which city is the official capital of Bolivia?,qualifier_constraint,1,True,Сукре,SELECT ?answer WHERE { wd:Q750 p:P36 [ ps:P36 ?answer; pq:P459 wd:Q132555 ] }
ext_rubq2_test_000625,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Где находится старинный жилой квартал и историко-архитектурный заповедник Ичери-шехер со знаменитой Девичьей башней и комплексом Дворца Ширваншахов?,Where is the old residential quarter and historical and architectural reserve Icheri-Sheher with the famous Maiden tower and the Shirvanshah Palace complex?,multi_constraint,1,True,Баку,SELECT ?answer WHERE { wd:Q344569 wdt:P131* ?answer . ?answer wdt:P31/wdt:P279* wd:Q515 }
ext_rubq2_test_000643,RuBQ_2.0,test,direct_ru_candidate,direct_ru,"Кто является лидером-вокалистом британской рок-группы ""Electric Light Orchestra""?","Who is the lead singer of the British rock band ""Electric Light Orchestra""?",multi_constraint,1,True,"Линн, Джефф",SELECT ?answer WHERE { wd:Q218255 wdt:P112 ?answer . ?answer wdt:P1303 wd:Q17172850 }
ext_rubq2_test_000682,RuBQ_2.0,test,direct_ru_candidate,direct_ru,"Какая звезда изображена на флаге Аляски кроме тех, которые изображают созвездие Большая Медведица?",What star is depicted on the flag of Alaska other than those that depict the constellation URSA Major?,multi_constraint,1,True,Полярная звезда,SELECT ?answer WHERE { wd:Q156564 wdt:P180 ?answer . MINUS { ?answer wdt:P59 wd:Q8918 . } }
ext_rubq2_test_000696,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Какой комик сыграл в кино Гринча — похитителя Рождества?,Which comedian played the Grinch who stole Christmas in the movie?,multi_constraint,1,True,Джим Керри,SELECT ?answer WHERE { wd:Q719748 wdt:P175 ?answer . ?answer wdt:P106 wd:Q245068 }
ext_rubq2_test_000722,RuBQ_2.0,test,direct_ru_candidate,direct_ru,За какой клуб выступал бразильский футболист Гарринча?,Which club did the Brazilian footballer Garrincha play for?,multi_constraint,7,True,Фламенго | Коринтианс | Ботафого | Атлетико Хуниор | Олария (футбольный клуб),SELECT ?answer WHERE { wd:Q180642 wdt:P54 ?answer . ?answer wdt:P31/wdt:P279* wd:Q476028 }
ext_rubq2_test_000731,RuBQ_2.0,test,direct_ru_candidate,direct_ru,"Какой символ присутствует и на флаге, и на гербе Аргентины?",What symbol is present on both the flag and the coat of arms of Argentina?,multi_constraint,2,True,Майское солнце | Солнце,SELECT ?answer WHERE { wd:Q130774 wdt:P180 ?answer . wd:Q199858 wdt:P180 ?answer }
ext_rubq2_test_000756,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Столицей какой республики СССР был город Фрунзе?,The capital of which Republic of the USSR was the city of Frunze?,multi_constraint,1,True,Киргизская Советская Социалистическая Республика,SELECT ?answer WHERE { wd:Q9361 wdt:P1376 ?answer . ?answer wdt:P31 wd:Q236036 }
ext_rubq2_test_000768,RuBQ_2.0,test,direct_ru_candidate,direct_ru,Столицей какой автономной области Испании является Барселона?,Which Autonomous region of Spain is the capital of Barcelona?,multi_constraint,1,True,Каталония,SELECT ?answer WHERE { wd:Q1492 wdt:P1376 ?answer . ?answer wdt:P31 wd:Q10742 }
