id,domain,complexity,template_id,old_constraints,new_constraints,warnings,query_text_ru
music_albums_l4_0216,music_albums,L4,music_artist_kind_genre_type_year,"{""answer_type"": ""artist"", ""artist_kind"": ""group"", ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q6010"", ""genre_ru"": ""рэп"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": null, ""performer_ru"": null, ""release_type_key"": ""album"", ""release_type_qid"": ""Q482994"", ""release_type_ru"": ""музыкальные альбомы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_artist_kind_genre_type_year"", ""year_from"": 2000, ""year_to"": 2004}","{""genre_ru"": ""рэп"", ""kind"": ""music_album"", ""performer_ru"": ""рэп"", ""year_from"": 2000, ""year_to"": 2004}",,"Какие музыкальных групп подходят под условия, которые связаны с жанром «рэп», у которых есть музыкальные альбомы этого жанра, с релизами в период 2000–2004 годов."
music_albums_l4_0218,music_albums,L4,music_artist_kind_genre_type_year,"{""answer_type"": ""artist"", ""artist_kind"": ""group"", ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q6010"", ""genre_ru"": ""рэп"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": null, ""performer_ru"": null, ""release_type_key"": ""single"", ""release_type_qid"": ""Q134556"", ""release_type_ru"": ""синглы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_artist_kind_genre_type_year"", ""year_from"": 2005, ""year_to"": 2009}","{""genre_ru"": ""рэп"", ""kind"": ""music_album"", ""performer_ru"": ""рэп"", ""year_from"": 2005, ""year_to"": 2009}",,"Назови 7 музыкальных групп, которые связаны с жанром «рэп», у которых есть синглы этого жанра, с релизами в период 2005–2009 годов."
music_albums_l4_0220,music_albums,L4,music_artist_kind_genre_type_year,"{""answer_type"": ""artist"", ""artist_kind"": ""group"", ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q1190565"", ""genre_ru"": ""джэнгл-поп"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": null, ""performer_ru"": null, ""release_type_key"": ""album"", ""release_type_qid"": ""Q482994"", ""release_type_ru"": ""музыкальные альбомы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_artist_kind_genre_type_year"", ""year_from"": 1985, ""year_to"": 1989}","{""genre_ru"": ""джэнгл-поп"", ""kind"": ""music_album"", ""performer_ru"": ""джэнгл-поп"", ""year_from"": 1985, ""year_to"": 1989}",,"Какие музыкальных групп подходят под условия, которые связаны с жанром «джэнгл-поп», у которых есть музыкальные альбомы этого жанра, с релизами в период 1985–1989 годов."
music_albums_l4_0222,music_albums,L4,music_artist_kind_genre_type_year,"{""answer_type"": ""artist"", ""artist_kind"": ""group"", ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q1443316"", ""genre_ru"": ""рождественская музыка"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": null, ""performer_ru"": null, ""release_type_key"": ""ep"", ""release_type_qid"": ""Q169930"", ""release_type_ru"": ""EP и мини-альбомы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_artist_kind_genre_type_year"", ""year_from"": 1995, ""year_to"": 1999}","{""genre_ru"": ""рождественская музыка"", ""kind"": ""music_album"", ""performer_ru"": ""рождественская музыка"", ""year_from"": 1995, ""year_to"": 1999}",,"Назови 7 музыкальных групп, которые связаны с жанром «рождественская музыка», у которых есть ep и мини-альбомы этого жанра, с релизами в период 1995–1999 годов."
music_albums_l4_0224,music_albums,L4,music_artist_kind_genre_type_year,"{""answer_type"": ""artist"", ""artist_kind"": ""group"", ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q7749"", ""genre_ru"": ""рок-н-ролл"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": null, ""performer_ru"": null, ""release_type_key"": ""ep"", ""release_type_qid"": ""Q169930"", ""release_type_ru"": ""EP и мини-альбомы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_artist_kind_genre_type_year"", ""year_from"": 1995, ""year_to"": 1999}","{""genre_ru"": ""рок-н-ролл"", ""kind"": ""music_album"", ""performer_ru"": ""рок-н-ролл"", ""year_from"": 1995, ""year_to"": 1999}",,"Какие музыкальных групп подходят под условия, которые связаны с жанром «рок-н-ролл», у которых есть ep и мини-альбомы этого жанра, с релизами в период 1995–1999 годов."
music_albums_l4_0226,music_albums,L4,music_artist_kind_genre_type_year,"{""answer_type"": ""artist"", ""artist_kind"": ""solo"", ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q1418683"", ""genre_ru"": ""каёкёку"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": null, ""performer_ru"": null, ""release_type_key"": ""album"", ""release_type_qid"": ""Q482994"", ""release_type_ru"": ""музыкальные альбомы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_artist_kind_genre_type_year"", ""year_from"": 2015, ""year_to"": 2019}","{""genre_ru"": ""каёкёку"", ""kind"": ""music_album"", ""performer_ru"": ""каёкёку"", ""year_from"": 2015, ""year_to"": 2019}",,"Какие музыкантов и сольных исполнителей подходят под условия, которые связаны с жанром «каёкёку», у которых есть музыкальные альбомы этого жанра, с релизами в период 2015–2019 годов."
music_albums_l4_0228,music_albums,L4,music_artist_kind_genre_type_year,"{""answer_type"": ""artist"", ""artist_kind"": ""solo"", ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q9759"", ""genre_ru"": ""блюз"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": null, ""performer_ru"": null, ""release_type_key"": ""album"", ""release_type_qid"": ""Q482994"", ""release_type_ru"": ""музыкальные альбомы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_artist_kind_genre_type_year"", ""year_from"": 2010, ""year_to"": 2014}","{""genre_ru"": ""блюз"", ""kind"": ""music_album"", ""performer_ru"": ""блюз"", ""year_from"": 2010, ""year_to"": 2014}",,"Перечисли 7 музыкантов и сольных исполнителей, которые связаны с жанром «блюз», у которых есть музыкальные альбомы этого жанра, с релизами в период 2010–2014 годов."
music_albums_l4_0230,music_albums,L4,music_artist_kind_genre_type_year,"{""answer_type"": ""artist"", ""artist_kind"": ""solo"", ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q164444"", ""genre_ru"": ""фанк"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": null, ""performer_ru"": null, ""release_type_key"": ""album"", ""release_type_qid"": ""Q482994"", ""release_type_ru"": ""музыкальные альбомы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_artist_kind_genre_type_year"", ""year_from"": 2010, ""year_to"": 2014}","{""genre_ru"": ""фанк"", ""kind"": ""music_album"", ""performer_ru"": ""фанк"", ""year_from"": 2010, ""year_to"": 2014}",,"Перечисли 7 музыкантов и сольных исполнителей, которые связаны с жанром «фанк», у которых есть музыкальные альбомы этого жанра, с релизами в период 2010–2014 годов."
music_albums_l5_0217,music_albums,L5,music_release_type_genre_performer_year,"{""answer_type"": ""release"", ""artist_kind"": null, ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q11399"", ""genre_ru"": ""рок-музыка"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": ""Q189080"", ""performer_ru"": ""Лу Рид"", ""release_type_key"": ""album"", ""release_type_qid"": ""Q482994"", ""release_type_ru"": ""музыкальные альбомы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_release_type_genre_performer_year"", ""year_from"": 1975, ""year_to"": 1979}","{""genre_ru"": ""рок-музыка"", ""kind"": ""music_album"", ""performer_ru"": ""Лу Рид"", ""year_from"": 1975, ""year_to"": 1979}",,"Подбери 5 музыкальных альбомов, жанра «рок-музыка», исполнитель: Лу Рид, в период 1975–1979 годов."
music_albums_l5_0182,music_albums,L5,music_release_type_genre_performer_year,"{""answer_type"": ""release"", ""artist_kind"": null, ""country_qid"": null, ""country_ru"": null, ""genre_qid"": ""Q608862"", ""genre_ru"": ""музыка в японской анимации"", ""label_qid"": null, ""label_ru"": null, ""performer_qid"": ""Q266670"", ""performer_ru"": ""Мэгуми Хаясибара"", ""release_type_key"": ""single"", ""release_type_qid"": ""Q134556"", ""release_type_ru"": ""синглы"", ""source_dataset"": ""wikidata"", ""template_id"": ""music_release_type_genre_performer_year"", ""year_from"": 2000, ""year_to"": 2004}","{""genre_ru"": ""музыка в японской анимации"", ""kind"": ""music_album"", ""performer_ru"": ""Мэгуми Хаясибара"", ""year_from"": 2000, ""year_to"": 2004}",,"Назови 5 синглов, жанра «музыка в японской анимации», исполнитель: Мэгуми Хаясибара, в период 2000–2004 годов."
videogames_l1_0182,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q846224"", ""genre_ru"": ""файтинг"", ""platform_qid"": ""Q170434"", ""platform_ru"": ""DOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""файтинг"", ""kind"": ""video_game"", ""platform_ru"": ""DOS""}",,"Назови 5 видеоигр, жанра «файтинг», на платформе: DOS."
videogames_l1_0184,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q1199309"", ""genre_ru"": ""симулятор жизни"", ""platform_qid"": ""Q64350339"", ""platform_ru"": ""iPadOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""симулятор жизни"", ""kind"": ""video_game"", ""platform_ru"": ""iPadOS""}",,"Назови 5 видеоигр, жанра «симулятор жизни», на платформе: iPadOS."
videogames_l1_0186,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q868217"", ""genre_ru"": ""спортивная компьютерная игра"", ""platform_qid"": ""Q753657"", ""platform_ru"": ""Atari Lynx"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""спортивная компьютерная игра"", ""kind"": ""video_game"", ""platform_ru"": ""Atari Lynx""}",,"Назови 5 видеоигр, жанра «спортивная компьютерная игра», на платформе: Atari Lynx."
videogames_l1_0188,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q858523"", ""genre_ru"": ""стелс"", ""platform_qid"": ""Q99775"", ""platform_ru"": ""Commodore 64"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""стелс"", ""kind"": ""video_game"", ""platform_ru"": ""Commodore 64""}",,"Назови 5 видеоигр, жанра «стелс», на платформе: Commodore 64."
videogames_l1_0190,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q744038"", ""genre_ru"": ""ролевая игра"", ""platform_qid"": ""Q203597"", ""platform_ru"": ""Nintendo 3DS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""ролевая игра"", ""kind"": ""video_game"", ""platform_ru"": ""Nintendo 3DS""}",,"Назови 5 видеоигр, жанра «ролевая игра», на платформе: Nintendo 3DS."
videogames_l1_0192,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q19643088"", ""genre_ru"": ""метроидвания"", ""platform_qid"": ""Q14116"", ""platform_ru"": ""macOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""метроидвания"", ""kind"": ""video_game"", ""platform_ru"": ""macOS""}",,"Назови 5 видеоигр, жанра «метроидвания», на платформе: macOS."
videogames_l1_0194,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q63915027"", ""genre_ru"": ""симулятор баскетбола"", ""platform_qid"": ""Q98973368"", ""platform_ru"": ""Xbox Series X and Series S"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""симулятор баскетбола"", ""kind"": ""video_game"", ""platform_ru"": ""Xbox Series X and Series S""}",,"Назови 5 видеоигр, жанра «симулятор баскетбола», на платформе: Xbox Series X and Series S."
videogames_l1_0196,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q71474750"", ""genre_ru"": ""симулятор хоккея на льду"", ""platform_qid"": ""Q183259"", ""platform_ru"": ""Super Nintendo Entertainment System"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""симулятор хоккея на льду"", ""kind"": ""video_game"", ""platform_ru"": ""Super Nintendo Entertainment System""}",,"Назови 5 видеоигр, жанра «симулятор хоккея на льду», на платформе: Super Nintendo Entertainment System."
videogames_l1_0198,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q828322"", ""genre_ru"": ""платформер"", ""platform_qid"": ""Q1057377"", ""platform_ru"": ""PC Engine"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""платформер"", ""kind"": ""video_game"", ""platform_ru"": ""PC Engine""}",,"Назови 5 видеоигр, жанра «платформер», на платформе: PC Engine."
videogames_l1_0200,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q2176159"", ""genre_ru"": ""пошаговая стратегия"", ""platform_qid"": ""Q63184502"", ""platform_ru"": ""PlayStation 5"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""пошаговая стратегия"", ""kind"": ""video_game"", ""platform_ru"": ""PlayStation 5""}",,"Назови 5 видеоигр, жанра «пошаговая стратегия», на платформе: PlayStation 5."
videogames_l1_0202,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q2127647"", ""genre_ru"": ""рельсовый шутер"", ""platform_qid"": ""Q192851"", ""platform_ru"": ""аркадный автомат"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""рельсовый шутер"", ""kind"": ""video_game"", ""platform_ru"": ""аркадный автомат""}",,"Назови 5 видеоигр, жанра «рельсовый шутер», на платформе: аркадный автомат."
videogames_l1_0204,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q61507686"", ""genre_ru"": ""симулятор космической торговли и сражений"", ""platform_qid"": ""Q170434"", ""platform_ru"": ""DOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""симулятор космической торговли и сражений"", ""kind"": ""video_game"", ""platform_ru"": ""DOS""}",,"Назови 5 видеоигр, жанра «симулятор космической торговли и сражений», на платформе: DOS."
videogames_l1_0206,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q124365545"", ""genre_ru"": ""high fantasy video game"", ""platform_qid"": ""Q1406"", ""platform_ru"": ""Windows"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""high fantasy video game"", ""kind"": ""video_game"", ""platform_ru"": ""Windows""}",,"Назови 5 видеоигр, жанра «high fantasy video game», на платформе: Windows."
videogames_l1_0210,videogames,L1,vg_genre_platform,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q2176159"", ""genre_ru"": ""пошаговая стратегия"", ""platform_qid"": ""Q48493"", ""platform_ru"": ""iOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform"", ""year_from"": null, ""year_to"": null}","{""genre_ru"": ""пошаговая стратегия"", ""kind"": ""video_game"", ""platform_ru"": ""iOS""}",,"Назови 5 видеоигр, жанра «пошаговая стратегия», на платформе: iOS."
videogames_l2_0197,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q846224"", ""genre_ru"": ""файтинг"", ""platform_qid"": ""Q98973368"", ""platform_ru"": ""Xbox Series X/S"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2016, ""year_to"": 2020}","{""genre_ru"": ""файтинг"", ""kind"": ""video_game"", ""platform_ru"": ""Xbox Series X/S"", ""year_from"": 2016, ""year_to"": 2020}",,"Назови 5 видеоигр, жанра «файтинг», на платформе: Xbox Series X/S, в период 2016–2020 годов."
videogames_l2_0199,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q54767"", ""genre_ru"": ""головоломка"", ""platform_qid"": ""Q64350339"", ""platform_ru"": ""iPadOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2010, ""year_to"": 2015}","{""genre_ru"": ""головоломка"", ""kind"": ""video_game"", ""platform_ru"": ""iPadOS"", ""year_from"": 2010, ""year_to"": 2015}",,"Назови 5 видеоигр, жанра «головоломка», на платформе: iPadOS, в период 2010–2015 годов."
videogames_l2_0201,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q1044478"", ""genre_ru"": ""shoot ’em up"", ""platform_qid"": ""Q1406"", ""platform_ru"": ""Windows"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2000, ""year_to"": 2009}","{""genre_ru"": ""shoot ’em up"", ""kind"": ""video_game"", ""platform_ru"": ""Windows"", ""year_from"": 2000, ""year_to"": 2009}",,"Назови 5 видеоигр, жанра «shoot ’em up», на платформе: Windows, в период 2000–2009 годов."
videogames_l2_0203,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q134029474"", ""genre_ru"": ""biological simulation video game"", ""platform_qid"": ""Q1406"", ""platform_ru"": ""Windows"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2000, ""year_to"": 2009}","{""genre_ru"": ""biological simulation video game"", ""kind"": ""video_game"", ""platform_ru"": ""Windows"", ""year_from"": 2000, ""year_to"": 2009}",,"Назови 5 видеоигр, жанра «biological simulation video game», на платформе: Windows, в период 2000–2009 годов."
videogames_l2_0205,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q1046788"", ""genre_ru"": ""эроге"", ""platform_qid"": ""Q94"", ""platform_ru"": ""Android"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2010, ""year_to"": 2015}","{""genre_ru"": ""эроге"", ""kind"": ""video_game"", ""platform_ru"": ""Android"", ""year_from"": 2010, ""year_to"": 2015}",,"Назови 5 видеоигр, жанра «эроге», на платформе: Android, в период 2010–2015 годов."
videogames_l2_0207,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q1223895"", ""genre_ru"": ""сайд-скроллер"", ""platform_qid"": ""Q14116"", ""platform_ru"": ""macOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2021, ""year_to"": 2025}","{""genre_ru"": ""сайд-скроллер"", ""kind"": ""video_game"", ""platform_ru"": ""macOS"", ""year_from"": 2021, ""year_to"": 2025}",,"Назови 5 видеоигр, жанра «сайд-скроллер», на платформе: macOS, в период 2021–2025 годов."
videogames_l2_0209,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q54767"", ""genre_ru"": ""головоломка"", ""platform_qid"": ""Q193321"", ""platform_ru"": ""Java Virtual Machine"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2000, ""year_to"": 2009}","{""genre_ru"": ""головоломка"", ""kind"": ""video_game"", ""platform_ru"": ""Java Virtual Machine"", ""year_from"": 2000, ""year_to"": 2009}",,"Назови 5 видеоигр, жанра «головоломка», на платформе: Java Virtual Machine, в период 2000–2009 годов."
videogames_l2_0211,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q343568"", ""genre_ru"": ""приключенческий экшен"", ""platform_qid"": ""Q48493"", ""platform_ru"": ""iOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2021, ""year_to"": 2025}","{""genre_ru"": ""приключенческий экшен"", ""kind"": ""video_game"", ""platform_ru"": ""iOS"", ""year_from"": 2021, ""year_to"": 2025}",,"Назови 5 видеоигр, жанра «приключенческий экшен», на платформе: iOS, в период 2021–2025 годов."
videogames_l2_0213,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q7888616"", ""genre_ru"": ""компьютерная игра для компаний"", ""platform_qid"": ""Q63184502"", ""platform_ru"": ""PlayStation 5"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2016, ""year_to"": 2020}","{""genre_ru"": ""игра для компаний"", ""kind"": ""video_game"", ""platform_ru"": ""PlayStation 5"", ""year_from"": 2016, ""year_to"": 2020}",,"Назови 5 видеоигр, жанра «игра для компаний», на платформе: PlayStation 5, в период 2016–2020 годов."
videogames_l2_0215,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q125693245"", ""genre_ru"": ""action roguelike"", ""platform_qid"": ""Q19610114"", ""platform_ru"": ""Nintendo Switch"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2021, ""year_to"": 2025}","{""genre_ru"": ""action roguelike"", ""kind"": ""video_game"", ""platform_ru"": ""Nintendo Switch"", ""year_from"": 2021, ""year_to"": 2025}",,"Назови 5 видеоигр, жанра «action roguelike», на платформе: Nintendo Switch, в период 2021–2025 годов."
videogames_l2_0217,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q1199309"", ""genre_ru"": ""симулятор жизни"", ""platform_qid"": ""Q48493"", ""platform_ru"": ""iOS"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2021, ""year_to"": 2025}","{""genre_ru"": ""симулятор жизни"", ""kind"": ""video_game"", ""platform_ru"": ""iOS"", ""year_from"": 2021, ""year_to"": 2025}",,"Назови 5 видеоигр, жанра «симулятор жизни», на платформе: iOS, в период 2021–2025 годов."
videogames_l2_0219,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q1635956"", ""genre_ru"": ""интерактивный фильм"", ""platform_qid"": ""Q10676"", ""platform_ru"": ""Sega Genesis"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 1990, ""year_to"": 1999}","{""genre_ru"": ""интерактивный фильм"", ""kind"": ""video_game"", ""platform_ru"": ""Sega Genesis"", ""year_from"": 1990, ""year_to"": 1999}",,"Назови 5 видеоигр, жанра «интерактивный фильм», на платформе: Sega Genesis, в период 1990–1999 годов."
videogames_l2_0182,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q846224"", ""genre_ru"": ""файтинг"", ""platform_qid"": ""Q13361286"", ""platform_ru"": ""Xbox One"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2010, ""year_to"": 2018}","{""genre_ru"": ""файтинг"", ""kind"": ""video_game"", ""platform_ru"": ""Xbox One"", ""year_from"": 2010, ""year_to"": 2018}",,"Назови 5 видеоигр, жанра «файтинг», на платформе: Xbox One, в период 2010–2018 годов."
videogames_l2_0184,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q828322"", ""genre_ru"": ""платформер"", ""platform_qid"": ""Q13361286"", ""platform_ru"": ""Xbox One"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2010, ""year_to"": 2018}","{""genre_ru"": ""платформер"", ""kind"": ""video_game"", ""platform_ru"": ""Xbox One"", ""year_from"": 2010, ""year_to"": 2018}",,"Назови 5 видеоигр, жанра «платформер», на платформе: Xbox One, в период 2010–2018 годов."
videogames_l2_0188,videogames,L2,vg_genre_platform_year,"{""developer_qid"": null, ""developer_ru"": null, ""genre_qid"": ""Q1610017"", ""genre_ru"": ""симулятор"", ""platform_qid"": ""Q98973368"", ""platform_ru"": ""Xbox Series X and Series S"", ""publisher_qid"": null, ""publisher_ru"": null, ""series_qid"": null, ""series_ru"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""vg_genre_platform_year"", ""year_from"": 2010, ""year_to"": 2018}","{""genre_ru"": ""симулятор"", ""kind"": ""video_game"", ""platform_ru"": ""Xbox Series X and Series S"", ""year_from"": 2010, ""year_to"": 2018}",,"Назови 5 видеоигр, жанра «симулятор», на платформе: Xbox Series X and Series S, в период 2010–2018 годов."
