benchmark_id,source_dataset,source_split,question_en_original,question_ru,reasoning_family,question_type,answer_mode,gold_answers,gold_qids,num_answers,supporting_facts,num_supporting_facts,context_docs,num_context_docs,evidences,num_evidences,bridge_depth_estimate,shallow_bridge_flag,strength_bucket,raw_answer,raw_type,translation_ready_text,needs_translation,needs_rephrase,reconstructability_score
2wiki_752bac28085911ebbd5bac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Revenge Of The Nerds or A Bell For Adano?",,bridge_comparison,bridge_comparison,single,['A Bell For Adano'],[],1,[],0,[],0,[],0,3,False,medium,A Bell For Adano,bridge_comparison,"Which film has the director who is older, Revenge Of The Nerds or A Bell For Adano?",True,True,5
2wiki_dafd1a00089f11ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, When The Mother And The Daughter or Rise And Shine (Film)?",,bridge_comparison,bridge_comparison,single,['When The Mother And The Daughter'],[],1,[],0,[],0,[],0,3,False,medium,When The Mother And The Daughter,bridge_comparison,"Which film whose director is younger, When The Mother And The Daughter or Rise And Shine (Film)?",True,True,5
2wiki_132531f6087311ebbd66ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, A Portrait Of The Artist As A Young Man (Film) or Love Goes Up And Down?",,bridge_comparison,bridge_comparison,single,['Love Goes Up And Down'],[],1,[],0,[],0,[],0,3,False,medium,Love Goes Up And Down,bridge_comparison,"Which film has the director who died first, A Portrait Of The Artist As A Young Man (Film) or Love Goes Up And Down?",True,True,5
2wiki_9af92c42086211ebbd5dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, Lazybones (1935 Film) or Sins Of The Parents?",,bridge_comparison,bridge_comparison,single,['Sins Of The Parents'],[],1,[],0,[],0,[],0,3,False,medium,Sins Of The Parents,bridge_comparison,"Which film has the director who died earlier, Lazybones (1935 Film) or Sins Of The Parents?",True,True,5
2wiki_7fca342d08ab11ebbd82ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, The Story Of Gilbert And Sullivan or Lorraine Of The Lions?",,bridge_comparison,bridge_comparison,single,['Lorraine Of The Lions'],[],1,[],0,[],0,[],0,3,False,medium,Lorraine Of The Lions,bridge_comparison,"Which film whose director was born first, The Story Of Gilbert And Sullivan or Lorraine Of The Lions?",True,True,5
2wiki_c1689ff408bf11ebbd8aac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Butterflies In The Rain or Finnish Blood Swedish Heart?",,bridge_comparison,bridge_comparison,single,['Butterflies In The Rain'],[],1,[],0,[],0,[],0,3,False,medium,Butterflies In The Rain,bridge_comparison,"Which film has the director who is older than the other, Butterflies In The Rain or Finnish Blood Swedish Heart?",True,True,5
2wiki_6fa9eb8a086c11ebbd61ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, A Hole In The Head or Carlito'S Way?",,bridge_comparison,bridge_comparison,single,['A Hole In The Head'],[],1,[],0,[],0,[],0,3,False,medium,A Hole In The Head,bridge_comparison,"Which film has the director who is older than the other, A Hole In The Head or Carlito'S Way?",True,True,5
2wiki_60f448ac08bb11ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Faces Of Love or Band Of The Hand?",,bridge_comparison,bridge_comparison,single,['Band Of The Hand'],[],1,[],0,[],0,[],0,3,False,medium,Band Of The Hand,bridge_comparison,"Which film whose director is younger, Faces Of Love or Band Of The Hand?",True,True,5
2wiki_3388a597088b11ebbd6fac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, The Charge Of The Light Brigade (1968 Film) or The Twinkler?",,bridge_comparison,bridge_comparison,single,['The Twinkler'],[],1,[],0,[],0,[],0,3,False,medium,The Twinkler,bridge_comparison,"Which film has the director who died first, The Charge Of The Light Brigade (1968 Film) or The Twinkler?",True,True,5
2wiki_27bc653c085d11ebbd5cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, Virtual Viking - The Ambush or Mara Of The Wilderness?",,bridge_comparison,bridge_comparison,single,['Mara Of The Wilderness'],[],1,[],0,[],0,[],0,3,False,medium,Mara Of The Wilderness,bridge_comparison,"Which film has the director who was born first, Virtual Viking - The Ambush or Mara Of The Wilderness?",True,True,5
2wiki_445bbd5b086211ebbd5dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Who Killed The Prosecutor And Why? or The Wedding Ring (1971 Film)?",,bridge_comparison,bridge_comparison,single,['Who Killed The Prosecutor And Why?'],[],1,[],0,[],0,[],0,3,False,medium,Who Killed The Prosecutor And Why?,bridge_comparison,"Which film has the director who is older than the other, Who Killed The Prosecutor And Why? or The Wedding Ring (1971 Film)?",True,True,5
2wiki_f0a5d15f086711ebbd5eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, The Crooked Road (1940 Film) or Channing Of The Northwest?",,bridge_comparison,bridge_comparison,single,['Channing Of The Northwest'],[],1,[],0,[],0,[],0,3,False,medium,Channing Of The Northwest,bridge_comparison,"Which film has the director who was born earlier, The Crooked Road (1940 Film) or Channing Of The Northwest?",True,True,5
2wiki_760995ca08df11ebbda0ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, Endings, Beginnings or Won In The Clouds?",,bridge_comparison,bridge_comparison,single,['Won In The Clouds'],[],1,[],0,[],0,[],0,3,False,medium,Won In The Clouds,bridge_comparison,"Which film has the director who was born earlier, Endings, Beginnings or Won In The Clouds?",True,True,5
2wiki_42b3aa0a08d311ebbd96ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Winter In The Woods or Life Itself (2014 Film)?",,bridge_comparison,bridge_comparison,single,['Winter In The Woods'],[],1,[],0,[],0,[],0,3,False,medium,Winter In The Woods,bridge_comparison,"Which film has the director who is older, Winter In The Woods or Life Itself (2014 Film)?",True,True,5
2wiki_80c8995c08a311ebbd7bac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, After Tonight or All That Heaven Allows?",,bridge_comparison,bridge_comparison,single,['After Tonight'],[],1,[],0,[],0,[],0,3,False,medium,After Tonight,bridge_comparison,"Which film has the director who is older than the other, After Tonight or All That Heaven Allows?",True,True,5
2wiki_6444a7b0085011ebbd57ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, City of the Living Dead or All American Sweetheart?",,bridge_comparison,bridge_comparison,single,['All American Sweetheart'],[],1,[],0,[],0,[],0,3,False,medium,All American Sweetheart,bridge_comparison,"Which film has the director who was born first, City of the Living Dead or All American Sweetheart?",True,True,5
2wiki_f29d9a9a089a11ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, End Of The Road (1944 Film) or Waterfront At Midnight?",,bridge_comparison,bridge_comparison,single,['Waterfront At Midnight'],[],1,[],0,[],0,[],0,3,False,medium,Waterfront At Midnight,bridge_comparison,"Which film has the director who died earlier, End Of The Road (1944 Film) or Waterfront At Midnight?",True,True,5
2wiki_7b4b8c00088011ebbd6cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Juliet Of The Spirits or Ladies Courageous?",,bridge_comparison,bridge_comparison,single,['Ladies Courageous'],[],1,[],0,[],0,[],0,3,False,medium,Ladies Courageous,bridge_comparison,"Which film has the director who died later, Juliet Of The Spirits or Ladies Courageous?",True,True,5
2wiki_6e74571a085711ebbd5aac1f6bf848b6,2wikimultihopqa,train,"Are Iglesia De Santa María (Arbazal) and Church Of The Nativity Of The Theotokos, Gaboš both located in the same country?",,comparison,comparison,single,['no'],[],1,[],0,[],0,[],0,3,False,medium,no,comparison,"Are Iglesia De Santa María (Arbazal) and Church Of The Nativity Of The Theotokos, Gaboš both located in the same country?",True,True,5
2wiki_4c5c4fe4089c11ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Distant Thunder (1973 Film) or The Shadow Of The Cat?",,bridge_comparison,bridge_comparison,single,['The Shadow Of The Cat'],[],1,[],0,[],0,[],0,3,False,medium,The Shadow Of The Cat,bridge_comparison,"Which film has the director who is older, Distant Thunder (1973 Film) or The Shadow Of The Cat?",True,True,5
2wiki_1d93052e085e11ebbd5cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, Web Of The Spider or The Worst Christmas Of My Life (Film)?",,bridge_comparison,bridge_comparison,single,['Web Of The Spider'],[],1,[],0,[],0,[],0,3,False,medium,Web Of The Spider,bridge_comparison,"Which film has the director who was born first, Web Of The Spider or The Worst Christmas Of My Life (Film)?",True,True,5
2wiki_8b7e3fd4088811ebbd6eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, A Thief In The Dark or Mohawk (1956 Film)?",,bridge_comparison,bridge_comparison,single,['A Thief In The Dark'],[],1,[],0,[],0,[],0,3,False,medium,A Thief In The Dark,bridge_comparison,"Which film has the director who died earlier, A Thief In The Dark or Mohawk (1956 Film)?",True,True,5
2wiki_d518836408b711ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Luchino Visconti (Film) or Curse Of The Golden Flower?",,bridge_comparison,bridge_comparison,single,['Curse Of The Golden Flower'],[],1,[],0,[],0,[],0,3,False,medium,Curse Of The Golden Flower,bridge_comparison,"Which film has the director who was born later, Luchino Visconti (Film) or Curse Of The Golden Flower?",True,True,5
2wiki_7e6051a9086e11ebbd62ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, Village Of The Damned (1960 Film) or Aladdin Aur Jadui Chirag?",,bridge_comparison,bridge_comparison,single,['Aladdin Aur Jadui Chirag'],[],1,[],0,[],0,[],0,3,False,medium,Aladdin Aur Jadui Chirag,bridge_comparison,"Which film whose director was born first, Village Of The Damned (1960 Film) or Aladdin Aur Jadui Chirag?",True,True,5
2wiki_b4a31474089811ebbd77ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, Dream Of The Rhine or Dreaming Days?",,bridge_comparison,bridge_comparison,single,['Dreaming Days'],[],1,[],0,[],0,[],0,3,False,medium,Dreaming Days,bridge_comparison,"Which film has the director who was born first, Dream Of The Rhine or Dreaming Days?",True,True,5
2wiki_605a32c308e211ebbda3ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Three Fugitives or That Thing You Do!?",,bridge_comparison,bridge_comparison,single,['Three Fugitives'],[],1,[],0,[],0,[],0,3,False,medium,Three Fugitives,bridge_comparison,"Which film has the director who is older, Three Fugitives or That Thing You Do!?",True,True,5
2wiki_0bc8bf9f08e211ebbda3ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, Wyoming (1940 Film) or Wolves Of The City?",,bridge_comparison,bridge_comparison,single,['Wolves Of The City'],[],1,[],0,[],0,[],0,3,False,medium,Wolves Of The City,bridge_comparison,"Which film has the director who died first, Wyoming (1940 Film) or Wolves Of The City?",True,True,5
2wiki_af28e51608cd11ebbd93ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Out Of The Chorus or The Miroslav Holding Co.?",,bridge_comparison,bridge_comparison,single,['The Miroslav Holding Co.'],[],1,[],0,[],0,[],0,3,False,medium,The Miroslav Holding Co.,bridge_comparison,"Which film has the director who died later, Out Of The Chorus or The Miroslav Holding Co.?",True,True,5
2wiki_295c78b208af11ebbd83ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Sweet Nothing (Film) or Splendor In The Grass?",,bridge_comparison,bridge_comparison,single,['Splendor In The Grass'],[],1,[],0,[],0,[],0,3,False,medium,Splendor In The Grass,bridge_comparison,"Which film has the director who is older than the other, Sweet Nothing (Film) or Splendor In The Grass?",True,True,5
2wiki_3b8b6d9708bd11ebbd89ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Faces In The Fog or In A World...?",,bridge_comparison,bridge_comparison,single,['Faces In The Fog'],[],1,[],0,[],0,[],0,3,False,medium,Faces In The Fog,bridge_comparison,"Which film has the director who is older than the other, Faces In The Fog or In A World...?",True,True,5
2wiki_a2bc5ef6085b11ebbd5cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, Hibernatus or The Thief Who Came To Dinner?",,bridge_comparison,bridge_comparison,single,['Hibernatus'],[],1,[],0,[],0,[],0,3,False,medium,Hibernatus,bridge_comparison,"Which film has the director who died earlier, Hibernatus or The Thief Who Came To Dinner?",True,True,5
2wiki_09c226e208d611ebbd98ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, Selänne (Film) or Shadow Of The Law?",,bridge_comparison,bridge_comparison,single,['Shadow Of The Law'],[],1,[],0,[],0,[],0,3,False,medium,Shadow Of The Law,bridge_comparison,"Which film has the director who was born earlier, Selänne (Film) or Shadow Of The Law?",True,True,5
2wiki_efeff8e008c911ebbd92ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Sangeet Samrat Tansen or In The Nick?",,bridge_comparison,bridge_comparison,single,['In The Nick'],[],1,[],0,[],0,[],0,3,False,medium,In The Nick,bridge_comparison,"Which film whose director is younger, Sangeet Samrat Tansen or In The Nick?",True,True,5
2wiki_6dc1861908a611ebbd7fac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Amuck! or The House By The Edge Of The Lake?",,bridge_comparison,bridge_comparison,single,['Amuck!'],[],1,[],0,[],0,[],0,3,False,medium,Amuck!,bridge_comparison,"Which film has the director who is older, Amuck! or The House By The Edge Of The Lake?",True,True,5
2wiki_cf7b93d608a011ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, A Broadway Scandal or The Scene of the Crash?",,bridge_comparison,bridge_comparison,single,['A Broadway Scandal'],[],1,[],0,[],0,[],0,3,False,medium,A Broadway Scandal,bridge_comparison,"Which film has the director who is older, A Broadway Scandal or The Scene of the Crash?",True,True,5
2wiki_7e78094f08bc11ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, Drums In The Deep South or Waterloo (1970 Film)?",,bridge_comparison,bridge_comparison,single,['Drums In The Deep South'],[],1,[],0,[],0,[],0,3,False,medium,Drums In The Deep South,bridge_comparison,"Which film has the director who died first, Drums In The Deep South or Waterloo (1970 Film)?",True,True,5
2wiki_d87de22e085811ebbd5bac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, A Victim Of The Mormons or Heaven On One'S Head?",,bridge_comparison,bridge_comparison,single,['A Victim Of The Mormons'],[],1,[],0,[],0,[],0,3,False,medium,A Victim Of The Mormons,bridge_comparison,"Which film whose director was born first, A Victim Of The Mormons or Heaven On One'S Head?",True,True,5
2wiki_dc7930cf08ce11ebbd94ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Tales Of The Kama Sutra 2: Monsoon or The Ape Man?",,bridge_comparison,bridge_comparison,single,['Tales Of The Kama Sutra 2: Monsoon'],[],1,[],0,[],0,[],0,3,False,medium,Tales Of The Kama Sutra 2: Monsoon,bridge_comparison,"Which film has the director who died later, Tales Of The Kama Sutra 2: Monsoon or The Ape Man?",True,True,5
2wiki_f8804bd208b411ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Clash Of The Titans (1981 Film) or Mission Of Fear?",,bridge_comparison,bridge_comparison,single,['Mission Of Fear'],[],1,[],0,[],0,[],0,3,False,medium,Mission Of Fear,bridge_comparison,"Which film whose director is younger, Clash Of The Titans (1981 Film) or Mission Of Fear?",True,True,5
2wiki_f796684e087f11ebbd6cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Barbora Hlavsová or In the Army Now (film)?",,bridge_comparison,bridge_comparison,single,['Barbora Hlavsová'],[],1,[],0,[],0,[],0,3,False,medium,Barbora Hlavsová,bridge_comparison,"Which film has the director who is older than the other, Barbora Hlavsová or In the Army Now (film)?",True,True,5
2wiki_37aab9bc089911ebbd77ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Once Upon a Time in the West or Backdraft 2?",,bridge_comparison,bridge_comparison,single,['Backdraft 2'],[],1,[],0,[],0,[],0,3,False,medium,Backdraft 2,bridge_comparison,"Which film has the director who was born later, Once Upon a Time in the West or Backdraft 2?",True,True,5
2wiki_b744e326086911ebbd5eac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, The Other End Of The Tunnel or Much Ado About Nothing (1973 Film)?",,bridge_comparison,bridge_comparison,single,['The Other End Of The Tunnel'],[],1,[],0,[],0,[],0,3,False,medium,The Other End Of The Tunnel,bridge_comparison,"Which film whose director was born first, The Other End Of The Tunnel or Much Ado About Nothing (1973 Film)?",True,True,5
2wiki_cbddb20608c111ebbd8bac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, Mrs. Dery Where Are You? or Raw Nerve (1991 Film)?",,bridge_comparison,bridge_comparison,single,['Mrs. Dery Where Are You?'],[],1,[],0,[],0,[],0,3,False,medium,Mrs. Dery Where Are You?,bridge_comparison,"Which film has the director who died first, Mrs. Dery Where Are You? or Raw Nerve (1991 Film)?",True,True,5
2wiki_9de27114088211ebbd6dac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Won In The Clouds or I Died A Thousand Times?",,bridge_comparison,bridge_comparison,single,['I Died A Thousand Times'],[],1,[],0,[],0,[],0,3,False,medium,I Died A Thousand Times,bridge_comparison,"Which film whose director is younger, Won In The Clouds or I Died A Thousand Times?",True,True,5
2wiki_ebb9808208c611ebbd91ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Song Of The Eagle or Yukon Vengeance?",,bridge_comparison,bridge_comparison,single,['Yukon Vengeance'],[],1,[],0,[],0,[],0,3,False,medium,Yukon Vengeance,bridge_comparison,"Which film has the director who died later, Song Of The Eagle or Yukon Vengeance?",True,True,5
2wiki_47e826ae089711ebbd76ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, The Basque Ball: Skin Against Stone or Marriage In The Shadows?",,bridge_comparison,bridge_comparison,single,['Marriage In The Shadows'],[],1,[],0,[],0,[],0,3,False,medium,Marriage In The Shadows,bridge_comparison,"Which film whose director was born first, The Basque Ball: Skin Against Stone or Marriage In The Shadows?",True,True,5
2wiki_5037e45a08cb11ebbd92ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, The Far Paradise or O'Malley Of The Mounted (1936 Film)?",,bridge_comparison,bridge_comparison,single,['The Far Paradise'],[],1,[],0,[],0,[],0,3,False,medium,The Far Paradise,bridge_comparison,"Which film has the director who was born later, The Far Paradise or O'Malley Of The Mounted (1936 Film)?",True,True,5
2wiki_19ecad6a097d11ebbdb0ac1f6bf848b6,2wikimultihopqa,train,"Which film came out first, The King Of The Street Cleaners or When The Meteor Shot Across The Sky?",,comparison,comparison,single,['The King Of The Street Cleaners'],[],1,[],0,[],0,[],0,3,False,medium,The King Of The Street Cleaners,comparison,"Which film came out first, The King Of The Street Cleaners or When The Meteor Shot Across The Sky?",True,True,5
2wiki_103f5aff08e411ebbda4ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, Massacre At Marble City or Outcast Of The Islands?",,bridge_comparison,bridge_comparison,single,['Massacre At Marble City'],[],1,[],0,[],0,[],0,3,False,medium,Massacre At Marble City,bridge_comparison,"Which film has the director who was born earlier, Massacre At Marble City or Outcast Of The Islands?",True,True,5
2wiki_511e9bf408ce11ebbd94ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, The Eternal Dream or The Revolt of the Slaves?",,bridge_comparison,bridge_comparison,single,['The Eternal Dream'],[],1,[],0,[],0,[],0,3,False,medium,The Eternal Dream,bridge_comparison,"Which film has the director who died later, The Eternal Dream or The Revolt of the Slaves?",True,True,5
2wiki_01e3d907086e11ebbd62ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Emperor of the North Pole or Missamma?",,bridge_comparison,bridge_comparison,single,['Missamma'],[],1,[],0,[],0,[],0,3,False,medium,Missamma,bridge_comparison,"Which film has the director who is older than the other, Emperor of the North Pole or Missamma?",True,True,5
2wiki_5aed578408d211ebbd95ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, The End Of The World (1992 Film) or The Right Age To Marry?",,bridge_comparison,bridge_comparison,single,['The Right Age To Marry'],[],1,[],0,[],0,[],0,3,False,medium,The Right Age To Marry,bridge_comparison,"Which film has the director who was born first, The End Of The World (1992 Film) or The Right Age To Marry?",True,True,5
2wiki_af8fc50a088311ebbd6dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Friday The 13Th: A New Beginning or Until The End Of The World?",,bridge_comparison,bridge_comparison,single,['Friday The 13Th: A New Beginning'],[],1,[],0,[],0,[],0,3,False,medium,Friday The 13Th: A New Beginning,bridge_comparison,"Which film has the director who is older, Friday The 13Th: A New Beginning or Until The End Of The World?",True,True,5
2wiki_42cb972b08a411ebbd7cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Night Of The Strangler or Come Back To The Five And Dime, Jimmy Dean, Jimmy Dean (Film)?",,bridge_comparison,bridge_comparison,single,['Night Of The Strangler'],[],1,[],0,[],0,[],0,3,False,medium,Night Of The Strangler,bridge_comparison,"Which film has the director who was born later, Night Of The Strangler or Come Back To The Five And Dime, Jimmy Dean, Jimmy Dean (Film)?",True,True,5
2wiki_6c233d4a08cb11ebbd92ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, Madness Of The Heart or Brotherhood (2009 Film)?",,bridge_comparison,bridge_comparison,single,['Madness Of The Heart'],[],1,[],0,[],0,[],0,3,False,medium,Madness Of The Heart,bridge_comparison,"Which film has the director who was born first, Madness Of The Heart or Brotherhood (2009 Film)?",True,True,5
2wiki_398bb99a086f11ebbd62ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, The Public Woman or Come Out Of The Kitchen?",,bridge_comparison,bridge_comparison,single,['Come Out Of The Kitchen'],[],1,[],0,[],0,[],0,3,False,medium,Come Out Of The Kitchen,bridge_comparison,"Which film has the director who was born earlier, The Public Woman or Come Out Of The Kitchen?",True,True,5
2wiki_0904361e08ae11ebbd83ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Places In Cities or When You'Re Young, The World Belongs To You?",,bridge_comparison,bridge_comparison,single,"[""When You'Re Young, The World Belongs To You""]",[],1,[],0,[],0,[],0,3,False,medium,"When You'Re Young, The World Belongs To You",bridge_comparison,"Which film has the director who is older, Places In Cities or When You'Re Young, The World Belongs To You?",True,True,5
2wiki_b2317a5c086411ebbd5eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, You'Re The One (1941 Film) or In The Hollow Of Her Hand?",,bridge_comparison,bridge_comparison,single,['In The Hollow Of Her Hand'],[],1,[],0,[],0,[],0,3,False,medium,In The Hollow Of Her Hand,bridge_comparison,"Which film has the director who is older, You'Re The One (1941 Film) or In The Hollow Of Her Hand?",True,True,5
2wiki_f51706f8085e11ebbd5cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Fire In The Opera House or Reflexões De Um Liquidificador?",,bridge_comparison,bridge_comparison,single,['Fire In The Opera House'],[],1,[],0,[],0,[],0,3,False,medium,Fire In The Opera House,bridge_comparison,"Which film has the director who is older, Fire In The Opera House or Reflexões De Um Liquidificador?",True,True,5
2wiki_92937ce2088f11ebbd72ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Valley Of The Moon (1914 Film) or Enam Djam Di Jogja?",,bridge_comparison,bridge_comparison,single,['Enam Djam Di Jogja'],[],1,[],0,[],0,[],0,3,False,medium,Enam Djam Di Jogja,bridge_comparison,"Which film has the director who died later, Valley Of The Moon (1914 Film) or Enam Djam Di Jogja?",True,True,5
2wiki_33d95bd8086f11ebbd62ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, The Cole Nobody Knows or Who Saw Her Die??",,bridge_comparison,bridge_comparison,single,['Who Saw Her Die?'],[],1,[],0,[],0,[],0,3,False,medium,Who Saw Her Die?,bridge_comparison,"Which film has the director who is older than the other, The Cole Nobody Knows or Who Saw Her Die??",True,True,5
2wiki_1d8356a4085111ebbd58ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, The Theft Of The Mona Lisa or Cannibal (2013 Film)?",,bridge_comparison,bridge_comparison,single,['The Theft Of The Mona Lisa'],[],1,[],0,[],0,[],0,3,False,medium,The Theft Of The Mona Lisa,bridge_comparison,"Which film has the director who is older than the other, The Theft Of The Mona Lisa or Cannibal (2013 Film)?",True,True,5
2wiki_1951ca46089911ebbd77ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Tell Me I'M Dreaming or An Odyssey Of The North?",,bridge_comparison,bridge_comparison,single,['An Odyssey Of The North'],[],1,[],0,[],0,[],0,3,False,medium,An Odyssey Of The North,bridge_comparison,"Which film has the director who is older than the other, Tell Me I'M Dreaming or An Odyssey Of The North?",True,True,5
2wiki_f0ea7a74088611ebbd6dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Labyrinth Of Lies or Night Of The Sharks?",,bridge_comparison,bridge_comparison,single,['Labyrinth Of Lies'],[],1,[],0,[],0,[],0,3,False,medium,Labyrinth Of Lies,bridge_comparison,"Which film has the director who was born later, Labyrinth Of Lies or Night Of The Sharks?",True,True,5
2wiki_65e10e7f08a511ebbd7dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, The World Accuses or Family Gathering In The House Of Prellstein?",,bridge_comparison,bridge_comparison,single,['The World Accuses'],[],1,[],0,[],0,[],0,3,False,medium,The World Accuses,bridge_comparison,"Which film has the director who was born later, The World Accuses or Family Gathering In The House Of Prellstein?",True,True,5
2wiki_299681de089a11ebbd77ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, Canyon Of The Fools or Pépé Le Moko?",,bridge_comparison,bridge_comparison,single,['Canyon Of The Fools'],[],1,[],0,[],0,[],0,3,False,medium,Canyon Of The Fools,bridge_comparison,"Which film has the director who died earlier, Canyon Of The Fools or Pépé Le Moko?",True,True,5
2wiki_4744d3ac08a911ebbd80ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, That Hamilton Woman or All Sorts And Conditions Of Men?",,bridge_comparison,bridge_comparison,single,['All Sorts And Conditions Of Men'],[],1,[],0,[],0,[],0,3,False,medium,All Sorts And Conditions Of Men,bridge_comparison,"Which film has the director who died earlier, That Hamilton Woman or All Sorts And Conditions Of Men?",True,True,5
2wiki_b1d4788608a311ebbd7bac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, The Boy Who Turned Yellow or Dirty Weekend (1973 Film)?",,bridge_comparison,bridge_comparison,single,['The Boy Who Turned Yellow'],[],1,[],0,[],0,[],0,3,False,medium,The Boy Who Turned Yellow,bridge_comparison,"Which film has the director who is older than the other, The Boy Who Turned Yellow or Dirty Weekend (1973 Film)?",True,True,5
2wiki_86c16d4408b111ebbd85ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Song Of The Sea (1952 Film) or Murdered At Distance?",,bridge_comparison,bridge_comparison,single,['Murdered At Distance'],[],1,[],0,[],0,[],0,3,False,medium,Murdered At Distance,bridge_comparison,"Which film whose director is younger, Song Of The Sea (1952 Film) or Murdered At Distance?",True,True,5
2wiki_b6c9973b086d11ebbd62ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Yahudi Ki Ladki (1933 Film) or Out Of The Rain?",,bridge_comparison,bridge_comparison,single,['Out Of The Rain'],[],1,[],0,[],0,[],0,3,False,medium,Out Of The Rain,bridge_comparison,"Which film whose director is younger, Yahudi Ki Ladki (1933 Film) or Out Of The Rain?",True,True,5
