benchmark_id,source_dataset,source_split,source_id,question_en_original,category,complexity_type,reasoning_family,answer_type,answer_mode,answer_text_en,num_answers,priority_score,needs_translation,needs_rephrase
mintaka_train_ca35a582,mintaka,train,ca35a582,Who was the wife of the 31st U.S. president?,politics,multihop,multihop,entity,single,Lou Henry,1,7,True,True
mintaka_train_cb1f5fe3,mintaka,train,cb1f5fe3,The character that Amy Rose has a romantic crush on made his first appearance in which Racing video?,videogames,multihop,multihop,entity,single,Rad Mobile,1,7,True,True
mintaka_train_cb3d22e1,mintaka,train,cb3d22e1,Who was the vice president of the 2nd US president?,politics,multihop,multihop,entity,single,Thomas Jefferson,1,7,True,True
mintaka_train_cb89fc4c,mintaka,train,cb89fc4c,Where is the actor who played Captain Jack Sparrow from?,movies,multihop,multihop,entity,single,"Owensboro, KY",1,7,True,True
mintaka_train_cbc5aaee,mintaka,train,cbc5aaee,"Where does the winner of the World Heavyweight title at ""Night of Champions"" in 2009 currently live?",sports,multihop,multihop,entity,single,"Boston, MA.",1,7,True,True
mintaka_train_cbe513b9,mintaka,train,cbe513b9,What is the tallest building in the capital of Russia?,geography,multihop,multihop,entity,single,Federation Tower,1,7,True,True
mintaka_train_cbe8c975,mintaka,train,cbe8c975,Where is the actor who played Rocky Balboa from originally?,movies,multihop,multihop,entity,single,"Hell's Kitchen, New York, NY",1,7,True,True
mintaka_train_cbf0f6c7,mintaka,train,cbf0f6c7,What actress did the 35th president supposedly have an affair with?,politics,multihop,multihop,entity,single,Marilyn Monroe,1,7,True,True
mintaka_train_cc7d0418,mintaka,train,cc7d0418,What is the name of the green dinosaur that Bowser's greatest foe rides?,videogames,multihop,multihop,entity,single,Yoshi,1,7,True,True
mintaka_train_ccb46ca8,mintaka,train,ccb46ca8,Who was the wife of the 25th president?,politics,multihop,multihop,entity,single,Ellen Arthur,1,7,True,True
mintaka_train_cee879b7,mintaka,train,cee879b7,Who produced the first Animal Crossing game that's playable on Wii?,videogames,multihop,multihop,entity,single,Katsuya Eguchi,1,7,True,True
mintaka_train_cf120515,mintaka,train,cf120515,Who is the wife of the richest rapper in the world?,music,multihop,multihop,entity,single,Beyonce Knowles,1,7,True,True
mintaka_train_cf216967,mintaka,train,cf216967,Who was the US president when the US invaded Afghanistan?,history,multihop,multihop,entity,single,George W. Bush,1,7,True,True
mintaka_train_cf736479,mintaka,train,cf736479,Who directed the movie that is based on the second book of the Divergent series written by Veronica Roth?,books,multihop,multihop,entity,single,Robert Schwentke,1,7,True,True
mintaka_train_cfde3da8,mintaka,train,cfde3da8,What political party did the 2nd U.S. president belong to?,politics,multihop,multihop,entity,single,Federalist,1,7,True,True
mintaka_train_d1823733,mintaka,train,d1823733,What is the capital of the country where Mount McKinley is located?,geography,multihop,multihop,entity,single,"Washington, D.C.",1,7,True,True
mintaka_train_d1ad7ad5,mintaka,train,d1ad7ad5,What is the second N64 title in the series that features a protagonist named Link?,videogames,multihop,multihop,entity,single,Majora's Mask,1,7,True,True
mintaka_train_d2081455,mintaka,train,d2081455,What is the tallest mountain in the largest state in the U.S.?,geography,multihop,multihop,entity,single,Denali,1,7,True,True
mintaka_train_d2288822,mintaka,train,d2288822,Which college did the player who is the NFL's all-time leading rusher go to?,sports,multihop,multihop,entity,single,Florida,1,7,True,True
mintaka_train_d27f3b69,mintaka,train,d27f3b69,What ocean does the protagonist crash into in the first Bioshock game?,videogames,multihop,multihop,entity,single,Atlantic Ocean,1,7,True,True
mintaka_train_d2962287,mintaka,train,d2962287,Which installment of the Fast & Furious franchise did the director of Aquaman direct?,movies,multihop,multihop,entity,single,Furious 7,1,7,True,True
mintaka_train_d2b555b0,mintaka,train,d2b555b0,Who was the coach of the team that won Super Bowl XLVIII?,sports,multihop,multihop,entity,single,Pete Carroll,1,7,True,True
mintaka_train_d30052f7,mintaka,train,d30052f7,Who was the son of the French queen assassinated in 1793?,history,multihop,multihop,entity,single,Louis XVII,1,7,True,True
mintaka_train_d34aa995,mintaka,train,d34aa995,Who was the president of the United States when the September 11 attack happened?,politics,multihop,multihop,entity,single,George Bush,1,7,True,True
mintaka_train_d47dbcdd,mintaka,train,d47dbcdd,Who was the coach of the team that won Super Bowl 2017?,sports,multihop,multihop,entity,single,Bill Belichick,1,7,True,True
mintaka_train_d48fe931,mintaka,train,d48fe931,What is the capital city of the country that Mount Everest is in?,geography,multihop,multihop,entity,single,Kathmandu,1,7,True,True
mintaka_train_d4f5ad3a,mintaka,train,d4f5ad3a,Who is the oldest member of Metallica married to?,music,multihop,multihop,entity,single,Francesca Hetfield,1,7,True,True
mintaka_train_d58b76b8,mintaka,train,d58b76b8,Which senator took over for Joe Biden when he was first elected vice president?,politics,multihop,multihop,entity,single,Ted Kaufman,1,7,True,True
mintaka_train_d5918938,mintaka,train,d5918938,Which team did Peyton Manning's brother spend his NFL career with?,sports,multihop,multihop,entity,single,New York Giants,1,7,True,True
mintaka_train_d60ba6cb,mintaka,train,d60ba6cb,What country in Asia co-led an alliance to eventually win the global conflict beginning in 1939?,history,multihop,multihop,entity,single,China,1,7,True,True
mintaka_train_d65cbdec,mintaka,train,d65cbdec,What was the name of the Virginia home belonging to the third president of the United States?,history,multihop,multihop,entity,single,Monticello,1,7,True,True
mintaka_train_d67dfb2b,mintaka,train,d67dfb2b,Who was the lead singer of Nirvana married to?,music,multihop,multihop,entity,single,Courtney Love,1,7,True,True
mintaka_train_d6acdf00,mintaka,train,d6acdf00,Who was the wife of the first United States president to live in the White House?,politics,multihop,multihop,entity,single,Abigail Adams,1,7,True,True
mintaka_train_d6c5027e,mintaka,train,d6c5027e,Who is the antagonist in the third Command and Conquer game set in the Tiberian universe?,videogames,multihop,multihop,entity,single,Kane,1,7,True,True
mintaka_train_d6ea286f,mintaka,train,d6ea286f,In which town was the person who wrote the Pelican Brief born?,books,multihop,multihop,entity,single,Jonesboro Arkansas,1,7,True,True
mintaka_train_d803cc78,mintaka,train,d803cc78,What is the tallest building in the capital city in Mexico?,geography,multihop,multihop,entity,single,Torre Reforma,1,7,True,True
mintaka_train_d81f0bb7,mintaka,train,d81f0bb7,What is the continent of the country where Machu Picchu is located?,geography,multihop,multihop,entity,single,South America,1,7,True,True
mintaka_train_d843c92a,mintaka,train,d843c92a,"On what type of vehicle was the singer of the song ""Peggy Sue"" killed?",music,multihop,multihop,entity,single,Plane,1,7,True,True
mintaka_train_d89c2045,mintaka,train,d89c2045,Where was the coach of the Miami Dolphins born?,sports,multihop,multihop,entity,single,"Brooklyn, New York",1,7,True,True
mintaka_train_d920b498,mintaka,train,d920b498,Who wrote the first book in the series of Star Wars books written from 1999-2003?,books,multihop,multihop,entity,single,R.A. Salvatore,1,7,True,True
mintaka_train_d94808d0,mintaka,train,d94808d0,Who is the husband of the leading actress in Black Widow?,movies,multihop,multihop,entity,single,Colin Jost,1,7,True,True
mintaka_train_d9d33fe0,mintaka,train,d9d33fe0,What is the state with the tallest mountain in the United States?,geography,multihop,multihop,entity,single,Alaska,1,7,True,True
mintaka_train_da6eb08e,mintaka,train,da6eb08e,Who was the team that went winless in the NFL in the same season that Pittburgh won their sixth Super Bowl?,sports,multihop,multihop,entity,single,Detroit Lions,1,7,True,True
mintaka_train_daa58412,mintaka,train,daa58412,What political party does the actor who played Hulk belong to?,movies,multihop,multihop,entity,single,Democratic party,1,7,True,True
mintaka_train_dbc493e0,mintaka,train,dbc493e0,What is the capital city of the newest U.S. state?,geography,multihop,multihop,entity,single,Honolulu,1,7,True,True
mintaka_train_dc01fac1,mintaka,train,dc01fac1,What party does the youngest currently serving US senator belong to?,politics,multihop,multihop,entity,single,Democratic Party,1,7,True,True
mintaka_train_dc5d4706,mintaka,train,dc5d4706,Where was the first Animal Crossing mobile game released first?,videogames,multihop,multihop,entity,single,Australia,1,7,True,True
mintaka_train_dc716ba5,mintaka,train,dc716ba5,"Who is the leader of a country that Donald Trump referred to as ""Rocket Man?""?",history,multihop,multihop,entity,single,Kim Jong Un,1,7,True,True
mintaka_train_dc8db687,mintaka,train,dc8db687,Which video game developer developed the 2nd-highest selling video game of all time?,videogames,multihop,multihop,entity,single,Rockstar North,1,7,True,True
mintaka_train_dd017383,mintaka,train,dd017383,Where was the director of Parasite born?,movies,multihop,multihop,entity,single,"Bongdeok-dong, Daegu, South Korea",1,7,True,True
mintaka_train_dd3ce69d,mintaka,train,dd3ce69d,Who were the playable characters in the fifth Halo game?,videogames,multihop,multihop,entity,single,"Master Chief, Jameson Locke",1,7,True,True
mintaka_train_dd68a539,mintaka,train,dd68a539,What country was the birthplace of the first female prime minister of Israel?,history,multihop,multihop,entity,single,USA,1,7,True,True
mintaka_train_dda3fb67,mintaka,train,dda3fb67,What is the capital of the state where Dollywood is located?,geography,multihop,multihop,entity,single,Nashville,1,7,True,True
mintaka_train_ddd30b5d,mintaka,train,ddd30b5d,Who was the quarterback of last year's Super Bowl winner?,sports,multihop,multihop,entity,single,Tom Brady,1,7,True,True
mintaka_train_dde5cc70,mintaka,train,dde5cc70,Who directed the movie that's based on the second book in the original Twilight series?,books,multihop,multihop,entity,single,Chris Weitz,1,7,True,True
mintaka_train_de3d49a3,mintaka,train,de3d49a3,What is the tallest building in the capital city of Argentina?,geography,multihop,multihop,entity,single,Alvear Tower,1,7,True,True
mintaka_train_dee08f0a,mintaka,train,dee08f0a,What is the political party of the current Texas governor?,politics,multihop,multihop,entity,single,Republican,1,7,True,True
mintaka_train_def5ce0f,mintaka,train,def5ce0f,Who was the head coach for the team that won the most Super Bowls during the 1970s?,sports,multihop,multihop,entity,single,Chuck Noll,1,7,True,True
mintaka_train_df83827e,mintaka,train,df83827e,What political party did the 3rd U.S. president belong to?,politics,multihop,multihop,entity,single,Democratic-Republican,1,7,True,True
mintaka_train_dfa4ef53,mintaka,train,dfa4ef53,Who was the second wife of Queen Elizabeth II's eldest son?,history,multihop,multihop,entity,single,Camilla Parker Bowles,1,7,True,True
mintaka_train_e047288b,mintaka,train,e047288b,What is the capital of the U.S. state that has the most mountain peaks?,geography,multihop,multihop,entity,single,Denver,1,7,True,True
mintaka_train_e05094ac,mintaka,train,e05094ac,The best friend of Jesse in Bridge to Terabithia died by what method?,books,multihop,multihop,entity,single,drowning,1,7,True,True
mintaka_train_e11133a1,mintaka,train,e11133a1,Where was the director of Jungle Cruise born?,movies,multihop,multihop,entity,single,"Sant Iscle de Vallalta, Catalonia, Spain",1,7,True,True
mintaka_train_e121bc3e,mintaka,train,e121bc3e,Who is the antagonist in the first Resident Evil game?,videogames,multihop,multihop,entity,single,Albert Wesker,1,7,True,True
mintaka_train_e14a5c50,mintaka,train,e14a5c50,Where was the actress who played Hermione Granger born?,movies,multihop,multihop,entity,single,"Paris, France",1,7,True,True
mintaka_train_e272b297,mintaka,train,e272b297,Who was the leader of the country that invaded Finland during the Winter War?,history,multihop,multihop,entity,single,Joseph Stalin,1,7,True,True
mintaka_train_e293e18e,mintaka,train,e293e18e,What is the tallest building in the capital city of Italy?,geography,multihop,multihop,entity,single,The UniCredit Tower bank headquarters,1,7,True,True
mintaka_train_e2dc17e0,mintaka,train,e2dc17e0,What is the total area of the country in which the world's deepest lake is located?,geography,multihop,multihop,entity,single,"6,601,670 sq mi",1,7,True,True
mintaka_train_e3087913,mintaka,train,e3087913,Where was the author of The Wonderful Wizard of Oz born?,books,multihop,multihop,entity,single,Chittenango,1,7,True,True
mintaka_train_e3536c25,mintaka,train,e3536c25,Who directed the movie that was based on the first book of Twilight?,books,multihop,multihop,entity,single,Catherine Hardwicke,1,7,True,True
mintaka_train_e3a83658,mintaka,train,e3a83658,Who was the wife of the U.S. president during the attack on the Twin Towers?,history,multihop,multihop,entity,single,Laura Bush,1,7,True,True
mintaka_train_e3ada391,mintaka,train,e3ada391,Who is the protagonist in the fifteenth Final Fantasy game?,videogames,multihop,multihop,entity,single,Noctis Lucis Caelum,1,7,True,True
mintaka_train_e43702ad,mintaka,train,e43702ad,Who was the president of the United States when World War II started?,history,multihop,multihop,entity,single,Franklin D. Roosevelt,1,7,True,True
mintaka_train_e4861c62,mintaka,train,e4861c62,What is the political party of the senator who holds the record for longest uninterrupted time in office?,politics,multihop,multihop,entity,single,Democrat,1,7,True,True
mintaka_train_e5eea5ea,mintaka,train,e5eea5ea,To what political party did the first prime minister of Canada belong?,history,multihop,multihop,entity,single,Conservative,1,7,True,True
mintaka_train_e6121995,mintaka,train,e6121995,Who is the romantic partner of the first person to leave the One Direction band?,music,multihop,multihop,entity,single,Gigi Hadid,1,7,True,True
mintaka_train_e62777e4,mintaka,train,e62777e4,Where was the author of the Hunger Games born?,books,multihop,multihop,entity,single,"Hartford, CT",1,7,True,True
mintaka_train_e673de3c,mintaka,train,e673de3c,Which son of Charlemagne received Italy as inheritance?,history,multihop,multihop,entity,single,Pippin,1,7,True,True
mintaka_train_e6b403b6,mintaka,train,e6b403b6,Who is the protagonist in the first Zelda game?,videogames,multihop,multihop,entity,single,Link,1,7,True,True
mintaka_train_e71e1aa2,mintaka,train,e71e1aa2,Who was the quarterback of the team that lost Super Bowl XLIX?,sports,multihop,multihop,entity,single,Donovan McNabb,1,7,True,True
mintaka_train_e7e846a6,mintaka,train,e7e846a6,What country in North America co-led an alliance to eventually win the global conflict beginning in 1939?,history,multihop,multihop,entity,single,United States,1,7,True,True
mintaka_train_e7f25007,mintaka,train,e7f25007,Who was the first Press Secretary of the 42nd US president?,politics,multihop,multihop,entity,single,Sean Spicer,1,7,True,True
mintaka_train_e8996a13,mintaka,train,e8996a13,What is the tallest mountain in the largest state (by area) in the U.S.?,geography,multihop,multihop,entity,single,Denali,1,7,True,True
mintaka_train_e8d785f9,mintaka,train,e8d785f9,"What party did the US president during the assassination of Martin Luther King, Jr. belong to?",politics,multihop,multihop,entity,single,Democratic Party,1,7,True,True
mintaka_train_e8e2cffa,mintaka,train,e8e2cffa,Where is the actor who played Jerry Maguire in Jerry Maguire from?,movies,multihop,multihop,entity,single,"Syracuse, NY",1,7,True,True
mintaka_train_e8fda26f,mintaka,train,e8fda26f,What country was the lead vocalist of Queen born in?,music,multihop,multihop,entity,single,Tanzania,1,7,True,True
mintaka_train_e9536d51,mintaka,train,e9536d51,Who is the wife of Queen Elizabeth II's eldest child?,history,multihop,multihop,entity,single,"Camilla, Duchess of Cornwall",1,7,True,True
mintaka_train_e99404ec,mintaka,train,e99404ec,Who is the son of the 41st president who later became president himself?,politics,multihop,multihop,entity,single,George W. Bush,1,7,True,True
mintaka_train_ea07127d,mintaka,train,ea07127d,Who is the main character in the first Final Fantasy game of the 2000s?,videogames,multihop,multihop,entity,single,Zidane Tribal,1,7,True,True
mintaka_train_ea839529,mintaka,train,ea839529,Who is the female protagonist in the eleventh Assassin's Creed game?,videogames,multihop,multihop,entity,single,Kassandra,1,7,True,True
mintaka_train_ead4eace,mintaka,train,ead4eace,What is the name of the tallest building in the capital city of Connecticut?,geography,multihop,multihop,entity,single,City Place I,1,7,True,True
mintaka_train_eaec71d2,mintaka,train,eaec71d2,Which university did the leading scorer in the 1991-92 NBA season attend?,sports,multihop,multihop,entity,single,University of North Carolina,1,7,True,True
mintaka_train_eb31835c,mintaka,train,eb31835c,Who was the coach of the team that won Super Bowl 2015?,sports,multihop,multihop,entity,single,Bill Belichick,1,7,True,True
mintaka_train_eb4d8c69,mintaka,train,eb4d8c69,Who was the captain of the winning team in the World Cup in 2018?,sports,multihop,multihop,entity,single,Hugo Lloris,1,7,True,True
mintaka_train_eb8d8804,mintaka,train,eb8d8804,Who is the protagonist of the first God of War video game?,videogames,multihop,multihop,entity,single,Kratos,1,7,True,True
mintaka_train_ec1d94cf,mintaka,train,ec1d94cf,What is the longest river in the largest country in South America?,geography,multihop,multihop,entity,single,The Amazon River,1,7,True,True
mintaka_train_ec31bff5,mintaka,train,ec31bff5,"Where did the ""Before he Cheats"" singer go to college?",music,multihop,multihop,entity,single,Northeastern State University,1,7,True,True
mintaka_train_ec4f0aa9,mintaka,train,ec4f0aa9,"Where did the singer of ""Toxic"" earn her high school degree from?",music,multihop,multihop,entity,single,University of Nebraska High School,1,7,True,True
mintaka_train_ec7b1a64,mintaka,train,ec7b1a64,Who is the main protagonist in the third Yakuza game?,videogames,multihop,multihop,entity,single,Kazuma Kiryu,1,7,True,True
mintaka_train_ecb7180c,mintaka,train,ecb7180c,Where was the actor who played Achilles in Troy born?,movies,multihop,multihop,entity,single,"Shawnee, OK",1,7,True,True
mintaka_train_ed149b18,mintaka,train,ed149b18,Who was the quarterback of the team that won Super Bowl 31?,sports,multihop,multihop,entity,single,Brett Favre,1,7,True,True
mintaka_train_edadfed0,mintaka,train,edadfed0,Who directed the trilogy of movies based on J.R.R. Tolkien's first novel?,books,multihop,multihop,entity,single,Peter Jackson,1,7,True,True
mintaka_train_edaf3d26,mintaka,train,edaf3d26,Who directed the movie that's based on the first Hunger Games book?,books,multihop,multihop,entity,single,Gary Ross,1,7,True,True
mintaka_train_ede6266a,mintaka,train,ede6266a,Where was the lead singer of Pearl Jam born?,music,multihop,multihop,entity,single,"Evanston, IL",1,7,True,True
mintaka_train_ee5c034b,mintaka,train,ee5c034b,What is the name of the martial arts style that is practiced by the Brazilian character in Tekken 3?,videogames,multihop,multihop,entity,single,Capoeira,1,7,True,True
mintaka_train_efc7caad,mintaka,train,efc7caad,What is the name of the male protagonist in the first Last of Us video game?,videogames,multihop,multihop,entity,single,Joel Miller,1,7,True,True
mintaka_train_f01c6bb3,mintaka,train,f01c6bb3,Which college team did the number one overall draft pick in the 1996 NFL Draft play for?,sports,multihop,multihop,entity,single,USC,1,7,True,True
mintaka_train_f032598d,mintaka,train,f032598d,What was the president in 1980s previous career?,politics,multihop,multihop,entity,single,Actor,1,7,True,True
mintaka_train_f05601a3,mintaka,train,f05601a3,Who was the leader of the North American country that co-led an alliance to combat the Axis powers during World War II?,history,multihop,multihop,entity,single,Franklin D. Rooseveltr,1,7,True,True
mintaka_train_f0944ac2,mintaka,train,f0944ac2,Where is the director of Malignant from?,movies,multihop,multihop,entity,single,Australia,1,7,True,True
mintaka_train_f13f8638,mintaka,train,f13f8638,Who was the husband of the first woman to run in a general presidential election in the U.S.?,history,multihop,multihop,entity,single,Bill Clinton,1,7,True,True
mintaka_train_f1829a69,mintaka,train,f1829a69,Who is the son of Queen Elizabeth II's only daughter?,history,multihop,multihop,entity,single,Peter Phillips,1,7,True,True
mintaka_train_f19141af,mintaka,train,f19141af,What is America's biggest state that always remains cold?,geography,multihop,multihop,entity,single,Alaska,1,7,True,True
mintaka_train_f1a5db14,mintaka,train,f1a5db14,Who was the captain of the team that won the World Cup in 2018?,sports,multihop,multihop,entity,single,Hugo Lloris,1,7,True,True
mintaka_train_f1b9850d,mintaka,train,f1b9850d,What is the religion of the oldest US president?,politics,multihop,multihop,entity,single,catholic,1,7,True,True
mintaka_train_f1eada68,mintaka,train,f1eada68,Who is the protagonist in the Assassin's Creed game that came out in 2017?,videogames,multihop,multihop,entity,single,Layla Hassan,1,7,True,True
mintaka_train_f2485fd4,mintaka,train,f2485fd4,Who was the quarterback of the team that won Super Bowl LIV?,sports,multihop,multihop,entity,single,Patrick Mahomes,1,7,True,True
mintaka_train_f25294ae,mintaka,train,f25294ae,Who directed the movie with a novelization by James Kahn?,books,multihop,multihop,entity,single,Richard Marquand,1,7,True,True
mintaka_train_f25868ac,mintaka,train,f25868ac,What type of cancer did the inventor of the cotton gin die from?,history,multihop,multihop,entity,single,prostate cancer,1,7,True,True
mintaka_train_f2bae3aa,mintaka,train,f2bae3aa,Who was the manager of the team that won the 1984 MLB World Series?,sports,multihop,multihop,entity,single,Sparky Anderson,1,7,True,True
mintaka_train_f3a57145,mintaka,train,f3a57145,Where was the actor that played Doc Holiday in the movie Tombstone born?,movies,multihop,multihop,entity,single,"Los Angeles, California",1,7,True,True
mintaka_train_f40c2645,mintaka,train,f40c2645,Who is the protagonist of the thirteenth Final Fantasy game?,videogames,multihop,multihop,entity,single,Lightning,1,7,True,True
mintaka_train_f43377fb,mintaka,train,f43377fb,Who was the quarterback of the team that won Super Bowl 47?,sports,multihop,multihop,entity,single,Joe Flacco,1,7,True,True
mintaka_train_f448e4bd,mintaka,train,f448e4bd,What is the tallest building in the capital city of Greece?,geography,multihop,multihop,entity,single,Athens Towers,1,7,True,True
mintaka_train_f46e8db9,mintaka,train,f46e8db9,Who is the antagonist in the second Last of US game?,videogames,multihop,multihop,entity,single,"Abigail ""Abby"" Anderson",1,7,True,True
mintaka_train_f4c0efd3,mintaka,train,f4c0efd3,Who is the singer of Yummy married to?,music,multihop,multihop,entity,single,Hailey Baldwin,1,7,True,True
mintaka_train_f4e85132,mintaka,train,f4e85132,Who is the protagonist of the eighth Final Fantasy game?,videogames,multihop,multihop,entity,single,Squall Leonhart,1,7,True,True
mintaka_train_f4f3d079,mintaka,train,f4f3d079,What is the current team of the 2020 F1 World Championship winner?,sports,multihop,multihop,entity,single,Mercedes,1,7,True,True
mintaka_train_f533ea0c,mintaka,train,f533ea0c,Who directed the first movie that is based on The Hunger Games book series?,books,multihop,multihop,entity,single,Gary Ross,1,7,True,True
mintaka_train_f5a099a5,mintaka,train,f5a099a5,"Which book by a beloved American author and satirist has often been banned in United States schools because the ""N"" word appears 10 times?",books,multihop,multihop,entity,single,The adventures of Tom Sawyer,1,7,True,True
mintaka_train_f626d544,mintaka,train,f626d544,Who was the leader of the country that invaded Afghanistan in 2001?,history,multihop,multihop,entity,single,George W. Bush,1,7,True,True
mintaka_train_f6ca0034,mintaka,train,f6ca0034,What is the tallest building in the capital city of Germany?,geography,multihop,multihop,entity,single,Fernsehturm Berlin,1,7,True,True
mintaka_train_f70de2c9,mintaka,train,f70de2c9,Who was the head coach of the team that won the 2004 (XXXVIII) Super Bowl?,sports,multihop,multihop,entity,single,Bill Belichick,1,7,True,True
mintaka_train_f77c3ff9,mintaka,train,f77c3ff9,Who was the coach of the team that won Super Bowl 2019?,sports,multihop,multihop,entity,single,Bill Belichick,1,7,True,True
mintaka_train_f7c30a3a,mintaka,train,f7c30a3a,Which United States president had a heated rivalry with the third president?,history,multihop,multihop,entity,single,John Adams,1,7,True,True
mintaka_train_f92961a1,mintaka,train,f92961a1,Who is the sister of the 2014 US Open Women's Singles tournament winner?,sports,multihop,multihop,entity,single,Venus Williams,1,7,True,True
mintaka_train_f9ef65c4,mintaka,train,f9ef65c4,What was the nickname of the great-grandfather of France's Louis XV?,history,multihop,multihop,entity,single,The Sun King,1,7,True,True
mintaka_train_fa32cf79,mintaka,train,fa32cf79,What party did the US president during the War of 1812 belong to?,politics,multihop,multihop,entity,single,Democratic-Republican,1,7,True,True
mintaka_train_fa57903d,mintaka,train,fa57903d,The album from 1980 called Tritonis was done by whom?,music,multihop,multihop,entity,single,Dave Brubeck,1,7,True,True
mintaka_train_fa6b0434,mintaka,train,fa6b0434,The War of 1812 occurred during the rule of a president which was born in what state?,politics,multihop,multihop,entity,single,Virginia,1,7,True,True
mintaka_train_fa6b10b7,mintaka,train,fa6b10b7,What reality TV show did the 45th president star in?,politics,multihop,multihop,entity,single,The Apprentice,1,7,True,True
mintaka_train_faf53b45,mintaka,train,faf53b45,What was the political party of the only president who was not elected as either president or vice president?,politics,multihop,multihop,entity,single,Republican,1,7,True,True
mintaka_train_fb2e19d7,mintaka,train,fb2e19d7,On what console did the game that introduced Mario's companion Yoshi debut?,videogames,multihop,multihop,entity,single,Super NES,1,7,True,True
mintaka_train_fbb8c5ee,mintaka,train,fbb8c5ee,What disease did First Lady Eleanor Roosevelt's husband have?,history,multihop,multihop,entity,single,polio,1,7,True,True
mintaka_train_fbba3583,mintaka,train,fbba3583,Which college did the starting quarterback for the 2004 New England Patriots go to?,sports,multihop,multihop,entity,single,University of Michigan,1,7,True,True
mintaka_train_fbdcdd16,mintaka,train,fbdcdd16,What is the largest city by population located in the world's smallest continent?,geography,multihop,multihop,entity,single,Sydney,1,7,True,True
mintaka_train_fc9899b4,mintaka,train,fc9899b4,What is the name of the 1955 memoir that was published by the 44th U.S. president?,politics,multihop,multihop,entity,single,Dreams from my Father,1,7,True,True
mintaka_train_fd513cf8,mintaka,train,fd513cf8,Who is the main character of the fifth installment of Halo?,videogames,multihop,multihop,entity,single,John-117,1,7,True,True
mintaka_train_fd777f4c,mintaka,train,fd777f4c,Who was the quarterback of the team that won Super Bowl 34?,sports,multihop,multihop,entity,single,Kurt Warner,1,7,True,True
mintaka_train_fdc4efee,mintaka,train,fdc4efee,Who was the head coach for the team that lost 4 straight Super Bowls?,sports,multihop,multihop,entity,single,Marv Levy,1,7,True,True
mintaka_train_fdc65ec0,mintaka,train,fdc65ec0,Who was the vice president to the 44th U.S. president?,politics,multihop,multihop,entity,single,Joe Biden,1,7,True,True
mintaka_train_fdd80f87,mintaka,train,fdd80f87,Which state was the first American president born in?,history,multihop,multihop,entity,single,Virginia,1,7,True,True
mintaka_train_fdeb3713,mintaka,train,fdeb3713,What is the species of the two-headed enemy in A Link to the Past?,videogames,multihop,multihop,entity,single,A Turtle.,1,7,True,True
mintaka_train_ff3ffc24,mintaka,train,ff3ffc24,Who was the quarterback of the losing team in Super Bowl XLV?,sports,multihop,multihop,entity,single,Ben Roethlisberger,1,7,True,True
mintaka_train_ff443248,mintaka,train,ff443248,What party did the second president of the United States belong to?,politics,multihop,multihop,entity,single,Federalist,1,7,True,True
mintaka_train_ff750c8f,mintaka,train,ff750c8f,Who was the vice president under the first United States president born as a US citizen?,politics,multihop,multihop,entity,single,Richard Mentor Johnson,1,7,True,True
mintaka_train_ff7fe570,mintaka,train,ff7fe570,What party did the US president during the Occupy Wall Street movement belong to?,politics,multihop,multihop,entity,single,Democratic Party,1,7,True,True
mintaka_train_ffbfd02a,mintaka,train,ffbfd02a,What is the capital city of the largest U.S. state by area?,geography,multihop,multihop,entity,single,Juneau,1,7,True,True
mintaka_validation_02edf56a,mintaka,validation,02edf56a,What was the original published language of John Calvin's first theological treatise?,history,multihop,multihop,entity,single,Latin,1,7,True,True
mintaka_validation_06a8853f,mintaka,validation,06a8853f,Who was the U.S. president when the an atomic bomb was detonated in Japan?,politics,multihop,multihop,entity,single,Harry Truman,1,7,True,True
mintaka_validation_07cc7c15,mintaka,validation,07cc7c15,Who starred in the movie based on Fear and Loathing in Las Vegas?,books,multihop,multihop,entity,single,Johnny Depp,1,7,True,True
mintaka_validation_0aaf345f,mintaka,validation,0aaf345f,What is the tallest building in the capital city of Chile?,geography,multihop,multihop,entity,single,Gran Torre Santiago,1,7,True,True
mintaka_validation_0be6fbb1,mintaka,validation,0be6fbb1,Who was the head coach of the team that won Super Bowl 7?,sports,multihop,multihop,entity,single,Don Shula,1,7,True,True
mintaka_validation_0cdc9dbd,mintaka,validation,0cdc9dbd,Who is the second playable character in the second and third Halo games?,videogames,multihop,multihop,entity,single,The Arbiter,1,7,True,True
mintaka_validation_0d56074a,mintaka,validation,0d56074a,Who was the point guard of the team that won the NBA Finals in 2018?,sports,multihop,multihop,entity,single,Stephen Curry,1,7,True,True
mintaka_validation_121be4e6,mintaka,validation,121be4e6,What political party did the 18th U.S. president belong to?,politics,multihop,multihop,entity,single,Republican,1,7,True,True
mintaka_validation_13cd720a,mintaka,validation,13cd720a,What is the capital of the largest country in Europe?,geography,multihop,multihop,entity,single,Paris,1,7,True,True
mintaka_validation_15e40e97,mintaka,validation,15e40e97,What was the name of the intern the 35th president had an affair with?,politics,multihop,multihop,entity,single,Marion Fay Alford,1,7,True,True
mintaka_validation_165527c2,mintaka,validation,165527c2,Which Law School did the wife to Bill Clinton attend?,politics,multihop,multihop,entity,single,Yale Law School,1,7,True,True
mintaka_validation_16e3c6d4,mintaka,validation,16e3c6d4,The person whose first book was A Time to Kill served in what legislative body?,books,multihop,multihop,entity,single,Mississippi House of Representatives,1,7,True,True
